10 10 10
0.0416667 0 0
0.0416667 0 10
0.0416667 0 20
0.0416667 0 30
0.0416667 0 40
0.0416667 0 50
0.0416667 0 60
0.0416667 0 70
0.0416667 0 80
0.0416667 0 90
0.0416667 10 0
0.0416667 10 10
0.0416667 10 20
0.0416667 10 30
0.0416667 10 40
0.0416667 10 50
0.0416667 10 60
0.0416667 10 70
0.0416667 10 80
0.0416667 10 90
0.0416667 20 0
0.0416667 20 10
0.0416667 20 20
0.0416667 20 30
0.0416667 20 40
0.0416667 20 50
0.0416667 20 60
0.0416667 20 70
0.0416667 20 80
0.0416667 20 90
0.0416667 30 0
0.0416667 30 10
0.0416667 30 20
0.0416667 30 30
0.0416667 30 40
0.0416667 30 50
0.0416667 30 60
0.0416667 30 70
0.0416667 30 80
0.0416667 30 90
0.0416667 40 0
0.0416667 40 10
0.0416667 40 20
0.0416667 40 30
0.0416667 40 40
0.0416667 40 50
0.0416667 40 60
0.0416667 40 70
0.0416667 40 80
0.0416667 40 90
0.0416667 50 0
0.0416667 50 10
0.0416667 50 20
0.0416667 50 30
0.0416667 50 40
0.0416667 50 50
0.0416667 50 60
0.0416667 50 70
0.0416667 50 80
0.0416667 50 90
0.0416667 60 0
0.0416667 60 10
0.0416667 60 20
0.0416667 60 30
0.0416667 60 40
0.0416667 60 50
0.0416667 60 60
0.0416667 60 70
0.0416667 60 80
0.0416667 60 90
0.0416667 70 0
0.0416667 70 10
0.0416667 70 20
0.0416667 70 30
0.0416667 70 40
0.0416667 70 50
0.0416667 70 60
0.0416667 70 70
0.0416667 70 80
0.0416667 70 90
0.0416667 80 0
0.0416667 80 10
0.0416667 80 20
0.0416667 80 30
0.0416667 80 40
0.0416667 80 50
0.0416667 80 60
0.0416667 80 70
0.0416667 80 80
0.0416667 80 90
0.0416667 90 0
0.0416667 90 10
0.0416667 90 20
0.0416667 90 30
0.0416667 90 40
0.0416667 90 50
0.0416667 90 60
0.0416667 90 70
0.0416667 90 80
0.0416667 90 90
10 0 0
10 0 10
10 0 20
10 0 30
10 0 40
10 0 50
10 0 60
10 0 70
10 0 80
10 0 90
10 10 0
10 10 10
10 10 20
10 10 30
10 10 40
10 10 50
10 10 60
10 10 70
10 10 80
10 10 90
10 20 0
10 20 10
10 20 20
10 20 30
10 20 40
10 20 50
10 20 60
10 20 70
10 20 80
10 20 90
10 30 0
10 30 10
10 30 20
10 30 30
10 30 40
10 30 50
10 30 60
10 30 70
10 30 80
10 30 90
10 40 0
10 40 10
10 40 20
10 40 30
10 40 40
10 40 50
10 40 60
10 40 70
10 40 80
10 40 90
10 50 0
10 50 10
10 50 20
10 50 30
10 50 40
10 50 50
10 50 60
10 50 70
10 50 80
10 50 90
10 60 0
10 60 10
10 60 20
10 60 30
10 60 40
10 60 50
10 60 60
10 60 70
10 60 80
10 60 90
10 70 0
10 70 10
10 70 20
10 70 30
10 70 40
10 70 50
10 70 60
10 70 70
10 70 80
10 70 90
10 80 0
10 80 10
10 80 20
10 80 30
10 80 40
10 80 50
10 80 60
10 80 70
10 80 80
10 80 90
10 90 0
10 90 10
10 90 20
10 90 30
10 90 40
10 90 50
10 90 60
10 90 70
