speed
4.16667
4.1625
4.15418
4.14171
4.12512
4.10446
4.07975
4.05105
4.01841
3.9819
3.94159
3.89756
3.8499
3.79871
3.74408
3.68612
3.62494
3.56067
3.49343
3.42335
3.35056
3.27522
3.19745
3.11741
3.03526
2.95115
2.86523
2.77767
2.68863
2.59828
2.50679
2.41431
2.32102
2.22709
2.13269
2.03797
1.94312
1.84828
1.75364
1.65934
1.56554
1.47241
1.38009
1.28873
1.19848
1.10948
1.02186
0.935761
0.851303
0.76861
0.687797
0.608974
0.532246
0.457711
0.385461
0.31558
0.248149
0.183238
0.120913
0.0612336
0.00424995
-0.049993
-0.101458
-0.150114
-0.195938
-0.238912
-0.279029
-0.316284
-0.350682
-0.382232
-0.410954
-0.436868
-0.460006
-0.480404
-0.498102
-0.513149
-0.525597
-0.535504
-0.542933
-0.547953
-0.550636
-0.551058
-0.549301
-0.545449
-0.539589
-0.531813
-0.522214
-0.51089
-0.497938
-0.483459
-0.467555
-0.450331
-0.43189
-0.412337
-0.391778
-0.37032
-0.348066
-0.325123
-0.301595
-0.277584
-0.253192
-0.22852
-0.203665
-0.178725
-0.153793
-0.128959
-0.104314
-0.0799413
-0.0559242
-0.0323416
-0.0092687
0.0132228
0.0350649
0.0561938
0.0765498
0.096077
0.114724
0.132444
0.149194
0.164936
0.179637
0.193266
0.205799
0.217215
0.227499
0.236639
0.244628
0.251463
0.257144
0.261678
0.265073
0.267342
0.268504
0.268577
0.267586
0.265558
0.262525
0.258518
0.253575
0.247735
0.241038
0.233529
0.225253
0.216258
0.206593
0.196309
0.185457
0.174091
0.162265
0.150032
0.137449
0.124569
0.111448
0.0981421
0.0847045
0.0711897
0.0576511
0.0441412
0.0307113
0.0174115
0.00429056
-0.00860443
-0.021228
-0.0335365
-0.0454883
-0.0570438
-0.0681655
-0.0788185
-0.0889698
-0.0985893
-0.107649
-0.116124
-0.123992
-0.131232
-0.137827
-0.143764
-0.14903
-0.153616
-0.157516
-0.160726
-0.163245
-0.165075
-0.16622
-0.166687
-0.166485
-0.165626
-0.164123
-0.161994
-0.159255
-0.155927
-0.152033
-0.147596
-0.142643
-0.1372
-0.131296
-0.124961
-0.118227
-0.111125
-0.103689
-0.0959535
-0.0879522
-0.0797206
-0.0712941
-0.0627084
-0.0539993
-0.0452027
-0.0363541
-0.0274887
-0.0186414
-0.00984644
-0.00113744
0.00745284
0.0158925
0.0241508
0.0321979
0.0400053
0.0475459
0.0547938
0.0617248
0.068316
0.0745464
0.0803963
0.0858482
0.090886
0.0954955
0.0996643
0.103382
0.10664
0.109432
0.111752
0.113598
0.114969
0.115865
0.116289
0.116245
0.11574
0.114782
0.113379
0.111543
0.109287
0.106625
0.103571
0.100144
0.0963605
0.0922403
0.0878037
0.0830719
0.078067
0.0728121
0.0673307
0.0616471
0.0557861
0.0497727
0.0436325
0.0373909
0.0310739
0.024707
0.0183159
0.0119259
0.00556231
-0.000750295
-0.00698763
-0.013126
-0.0191425
-0.0250147
-0.0307211
-0.0362413
-0.0415555
-0.0466451
-0.0514927
-0.0560817
-0.0603971
-0.0644248
-0.0681521
-0.0715676
-0.0746612
-0.0774243
-0.0798496
-0.0819312
-0.0836644
-0.0850463
-0.0860751
-0.0867505
-0.0870736
-0.0870469
-0.0866741
-0.0859603
-0.0849118
-0.0835364
-0.0818428
-0.079841
-0.077542
-0.074958
-0.072102
-0.0689881
-0.0656313
-0.0620471
-0.0582521
-0.0542634
-0.0500985
-0.0457758
-0.0413138
-0.0367316
-0.0320484
-0.0272837
-0.0224571
-0.0175883
-0.0126969
-0.00780247
-0.00292435
0.00191836
0.00670686
0.0114228
0.0160481
0.0205655
0.0249582
0.0292099
0.0333052
0.0372293
0.0409685
0.0445096
0.0478404
0.0509499
0.0538277
0.0564645
0.0588523
0.0609838
0.062853
0.0644548
0.0657854
0.0668419
0.0676227
0.0681272
0.0683558
0.0683101
0.0679927
0.0674073
0.0665587
0.0654524
0.0640951
0.0624945
0.060659
0.0585978
0.0563211
0.0538398
0.0511655
0.0483104
0.0452874
0.0421098
0.0387916
0.0353471
0.0317909
0.0281382
